page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population
Julius Gregr,Czech Republic,395521877.0,,,,,,
Edvard Gregr,Czech Republic,395526568.0,,,,,,
Miroslav Poche,Czech Republic,672862914.0,,,,,,
Vojtěch Mynář,Czech Republic,673008587.0,,,,,,
Jan Malypetr,Czech Republic,704424304.0,,,,,,
Emanuel Moravec,Czech Republic,705080136.0,,,,,,
Vladimír Hučín,Czech Republic,707597623.0,,,,,,
Pavla Topolánková,Czech Republic,709676840.0,,,,,,
Josef Barák,Czech Republic,711675761.0,,,,,,
Antonín Švehla,Czech Republic,712426548.0,,,,,,
Jakob Marzel Sternberger,Czech Republic,713698544.0,,,,,,
Alois Anderka,Czech Republic,714174726.0,,,,,,
Ivan Dejmal,Czech Republic,715467197.0,,,,,,
Franz Macoun,Czech Republic,715640391.0,,,,,,
Karel Urbánek,Czech Republic,716711851.0,,,,,,
Vladimír Klokočka,Czech Republic,717429365.0,,,,,,
Jaromír Jermář,Czech Republic,720027362.0,,,,,,
Artur London,Czech Republic,721736524.0,,,,,,
František Sláma (politician),Czech Republic,722937211.0,,,,,,
Jan Kubice,Czech Republic,723151837.0,,,,,,
Kamil Jankovský,Czech Republic,723207013.0,,,,,,
Václav Vacek,Czech Republic,724691268.0,,,,,,
Čestmír Císař,Czech Republic,725362978.0,,,,,,
Luca Rovinalti,Czech Republic,726666131.0,,,,,,
Kamil Krofta,Czech Republic,726762194.0,,,,,,
Milan Štěch,Czech Republic,728506208.0,,,,,,
Antonín Janoušek,Czech Republic,729912438.0,,,,,,
Bedřich Geminder,Czech Republic,730146355.0,,,,,,
Karel Domin,Czech Republic,735174171.0,,,,,,
Hubert Ripka,Czech Republic,737562321.0,,,,,,
Tomáš Eduard Šilinger,Czech Republic,741588720.0,,,,,,
Petr Janyška,Czech Republic,741798984.0,,,,,,
Jana Juřenčáková,Czech Republic,743423675.0,,,,,,
Jaromír Nečas,Czech Republic,744448745.0,,,,,,
Siegfried Taub,Czech Republic,744612257.0,,,,,,
Záviš Kalandra,Czech Republic,746707985.0,,,,,,
Alois Rašín,Czech Republic,749575931.0,,,,,,
Bedřich Reicin,Czech Republic,749945936.0,,,,,,
Bernd Richter,Czech Republic,751718674.0,,,,,,
Kamil Kalina,Czech Republic,753045804.0,,,,,,
Richard Sacher,Czech Republic,755428089.0,,,,,,
Václav Fischer,Czech Republic,756317863.0,,,,,,
Božena Viková-Kunětická,Czech Republic,757336278.0,,,,,,
Mikuláš of Hus,Czech Republic,758942647.0,,,,,,
Gertruda Sekaninová-Čakrtová,Czech Republic,759446334.0,,,,,,
Petr Mlsna,Czech Republic,765838180.0,,,,,,
Antonín Cyril Stojan,Czech Republic,768047769.0,,,,,,
František Kubka,Czech Republic,768676716.0,,,,,,
Josef Pfitzner,Czech Republic,773853256.0,,,,,,
Vladimír Franz,Czech Republic,774595725.0,,,,,,
Jan Stocklassa,Czech Republic,776095794.0,,,,,,
Jaroslav Krejčí,Czech Republic,776197284.0,,,,,,
Libuše Benešová,Czech Republic,776338134.0,,,,,,
Daniela Filipiová,Czech Republic,776338195.0,,,,,,
Moses Porges von Portheim,Czech Republic,776487173.0,,,,,,
Jan Kasl,Czech Republic,776508129.0,,,,,,
Jiří Kittner,Czech Republic,776509425.0,,,,,,
Miloslav Vlček,Czech Republic,776513404.0,,,,,,
Ivo Svoboda (politician),Czech Republic,776513552.0,,,,,,
Hana Orgoníková,Czech Republic,776513802.0,,,,,,
Pavel Dostál,Czech Republic,776514175.0,,,,,,
Jiří Lobkowicz,Czech Republic,776751749.0,,,,,,
Bohuslav Kokotek,Czech Republic,777876483.0,,,,,,
Alena Hanáková,Czech Republic,778095433.0,,,,,,
Irena Kočí,Czech Republic,779417455.0,,,,,,
Martin Netolický,Czech Republic,779417738.0,,,,,,
David Rath,Czech Republic,779418369.0,,,,,,
Eva Nováková,Czech Republic,779498276.0,,,,,,
Vojtěch Adam,Czech Republic,779500408.0,,,,,,
Vlastimil Balín,Czech Republic,779500749.0,,,,,,
Jiří Dolejš,Czech Republic,779500957.0,,,,,,
Zuzka Bebarová-Rujbrová,Czech Republic,779501010.0,,,,,,
Marie Stiborová,Czech Republic,779501096.0,,,,,,
Jiří Svoboda (politician),Czech Republic,779501161.0,,,,,,
Miloslava Vostrá,Czech Republic,779501194.0,,,,,,
Jiří Čeřovský,Czech Republic,779501654.0,,,,,,
Jan Korger,Czech Republic,779501783.0,,,,,,
Kateřina Jacques,Czech Republic,779581127.0,,,,,,
Tomáš Chalupa,Czech Republic,779839245.0,,,,,,
Pavel Blažek,Czech Republic,779839319.0,,,,,,
Aleš Řebíček,Czech Republic,779839400.0,,,,,,
Ivan Langer,Czech Republic,779839455.0,,,,,,
Jan Stráský,Czech Republic,779839492.0,,,,,,
Jan Chvojka,Czech Republic,779842639.0,,,,,,
Marie Benešová,Czech Republic,779847262.0,,,,,,
Juraj Chmiel,Czech Republic,779847492.0,,,,,,
Daniela Kovářová,Czech Republic,779847531.0,,,,,,
Rostislav Vondruška,Czech Republic,779847687.0,,,,,,
Martin Štěpánek (actor),Czech Republic,779847799.0,,,,,,
Helena Třeštíková,Czech Republic,779847837.0,,,,,,
Milena Vicenová,Czech Republic,779847883.0,,,,,,
Jaroslav Bašta,Czech Republic,779848743.0,,,,,,
Josef Lux,Czech Republic,779849059.0,,,,,,
Miroslav Macek,Czech Republic,779849258.0,,,,,,
Ladislav Miko,Czech Republic,779849694.0,,,,,,
Džamila Stehlíková,Czech Republic,779849767.0,,,,,,
Jozef Moravčík,Czech Republic,780051829.0,,,,,,
Milan Uhde,Czech Republic,780321961.0,,,,,,
František Pitra,Czech Republic,780534080.0,,,,,,
Oldřich Černík,Czech Republic,780534267.0,,,,,,
Otakar Motejl,Czech Republic,780868492.0,,,,,,
Ludwig Czech,Czech Republic,780887131.0,,,,,,
Rudolf Beran,Czech Republic,780921783.0,,,,,,
Victor Adler,Czech Republic,782058966.0,,,,,,
Emil Beier,Czech Republic,782384016.0,,,,,,
Bruno Kafka,Czech Republic,783065752.0,,,,,,
Lucie Talmanová,Czech Republic,783711789.0,,,,,,
Martin Mejstřík,Czech Republic,783737915.0,,,,,,
Vlastimil Tusar,Czech Republic,784145485.0,,,,,,
Petr Bendl,Czech Republic,784826685.0,,,,,,
Petr Gandalovič,Czech Republic,784826720.0,,,,,,
Tomáš Vandas,Czech Republic,784968648.0,,,,,,
Robert Mayr-Harting,Czech Republic,785085345.0,,,,,,
Karel Havlíček Borovský,Czech Republic,785407597.0,,,,,,
Jan Černý,Czech Republic,786162238.0,,,,,,
Josef Frank (politician),Czech Republic,786399604.0,,,,,,
Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217.0,,,,,,
Luboš Dobrovský,Czech Republic,787952395.0,,,,,,
Bedřich Moldan,Czech Republic,787952868.0,,,,,,
Martin Palouš,Czech Republic,788015952.0,,,,,,
Hermann Zwierzina,Czech Republic,788121309.0,,,,,,
Eduard Zeman,Czech Republic,788178766.0,,,,,,
Richard Bienert,Czech Republic,788410657.0,,,,,,
Václav Hampl,Czech Republic,789102318.0,,,,,,
Miroslav Grebeníček,Czech Republic,789546047.0,,,,,,
Vlasta Štěpová,Czech Republic,789546066.0,,,,,,
Egon Lánský,Czech Republic,789546079.0,,,,,,
Antonín Prachař,Czech Republic,789546102.0,,,,,,
Milan Horálek,Czech Republic,789546147.0,,,,,,
Antonín Novotný,Czech Republic,790372008.0,,,,,,
Zuzana Brzobohatá,Czech Republic,790608148.0,,,,,,
Alena Palečková,Czech Republic,790608180.0,,,,,,
Zuzana Roithová,Czech Republic,790608186.0,,,,,,
"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510.0,,,,,,
Martin Jahn,Czech Republic,791374581.0,,,,,,
Pavel Rychetský,Czech Republic,792417439.0,,,,,,
Gustáv Slamečka,Czech Republic,792476721.0,,,,,,
Edvard Kožušník,Czech Republic,793087579.0,,,,,,
Jan Masaryk,Czech Republic,793642926.0,,,,,,
Jan Koukal,Czech Republic,794146543.0,,,,,,
Pavel Bém,Czech Republic,794995687.0,,,,,,
"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385.0,,,,,,
Vít Bárta,Czech Republic,795377941.0,,,,,,
Karl Kautsky,Czech Republic,795807571.0,,,,,,
Karl von Czyhlarz,Czech Republic,795809115.0,,,,,,
Václav Fresl,Czech Republic,796253432.0,,,,,,
Josef Václav Frič,Czech Republic,796403608.0,,,,,,
Tomáš Zdechovský,Czech Republic,796749458.0,,,,,,
Andrea Češková,Czech Republic,796751775.0,,,,,,
Dana Kuchtová,Czech Republic,796752629.0,,,,,,
Rudolf Margolius,Czech Republic,796825099.0,,,,,,
František Ladislav Rieger,Czech Republic,797539957.0,,,,,,
Petr Mach,Czech Republic,797842545.0,,,,,,
Jaroslava Moserová,Czech Republic,798490261.0,,,,,,
Vávra Suk,Czech Republic,798648973.0,,,,,,
Vojtěch Náprstek,Czech Republic,798686948.0,,,,,,
Lubomír Štrougal,Czech Republic,798705619.0,,,,,,
Jan Krejčí,Czech Republic,798796793.0,,,,,,
Radek John,Czech Republic,798944631.0,,,,,,
Jan Jesenius,Czech Republic,799301686.0,,,,,,
Josef Ježek,Czech Republic,800555146.0,,,,,,
Jana Bobošíková,Czech Republic,800754664.0,,,,,,
Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412.0,,,,,,
Viktor Dyk,Czech Republic,800925236.0,,,,,,
Alois Jirásek,Czech Republic,800925518.0,,,,,,
"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668.0,,,,,,
Adriana Krnáčová,Czech Republic,801972898.0,,,,,,
Ondřej Liška,Czech Republic,802013967.0,,,,,,
Marcel Chládek,Czech Republic,802054500.0,,,,,,
Miroslava Kopicová,Czech Republic,802055280.0,,,,,,
Milan Chovanec,Czech Republic,802060218.0,,,,,,
František Bublan,Czech Republic,802060471.0,,,,,,
Jiří Dienstbier Jr.,Czech Republic,802069244.0,,,,,,
Táňa Fischerová,Czech Republic,802360196.0,,,,,,
Václav Jehlička,Czech Republic,802365998.0,,,,,,
Viliam Široký,Czech Republic,802416926.0,,,,,,
Miroslav Lidinský,Czech Republic,802531379.0,,,,,,
Petr Cibulka,Czech Republic,802834939.0,,,,,,
Anna Šabatová,Czech Republic,802875800.0,,,,,,
Adolph Aloys von Braun,Czech Republic,803332354.0,,,,,,
Dana Bérová,Czech Republic,803438779.0,,,,,,
František Palacký,Czech Republic,803658529.0,,,,,,
Miroslav Kostelka,Czech Republic,803709959.0,,,,,,
Martin Barták,Czech Republic,803793256.0,,,,,,
Karolína Peake,Czech Republic,803794383.0,,,,,,
Petr Ježek,Czech Republic,803983301.0,,,,,,
František Udržal,Czech Republic,804093764.0,,,,,,
Václav Havel,Czech Republic,804569724.0,,,,,,
Pavel Fischer,Czech Republic,804582256.0,,,,,,
Eva Tylová,Czech Republic,804591494.0,,,,,,
Dana Jurásková,Czech Republic,804715205.0,,,,,,
Svatopluk Němeček,Czech Republic,804715467.0,,,,,,
Richard Brabec,Czech Republic,804820949.0,,,,,,
Jan Fischer (politician),Czech Republic,804868436.0,,,,,,
Martin Pecina,Czech Republic,804869147.0,,,,,,
Vlasta Parkanová,Czech Republic,804871394.0,,,,,,
Martin Bursík,Czech Republic,804879673.0,,,,,,
Lubomír Zaorálek,Czech Republic,805037426.0,,,,,,
Radola Gajda,Czech Republic,805084705.0,,,,,,
Karel Schwarzenberg,Czech Republic,805176779.0,,,,,,
Vlasta Svobodová,Czech Republic,805179298.0,,,,,,
Ondřej Přikryl,Czech Republic,805352758.0,,,,,,
Milada Horáková,Czech Republic,805439919.0,,,,,,
Martin Holcát,Czech Republic,805824502.0,,,,,,
Alena Dernerová,Czech Republic,805946007.0,,,,,,
Marian Jurečka,Czech Republic,806049453.0,,,,,,
Pavel Bělobrádek,Czech Republic,806085100.0,,,,,,
Dan Ťok,Czech Republic,806231200.0,,,,,,
Jiří Dienstbier,Czech Republic,806490518.0,,,,,,
Rudolf Slánský,Czech Republic,806504904.0,,,,,,
Alexandr Vondra,Czech Republic,806537585.0,,,,,,
Jaroslav Šedivý,Czech Republic,806538241.0,,,,,,
Cyril Svoboda,Czech Republic,806538320.0,,,,,,
Jan Kohout,Czech Republic,806539480.0,,,,,,
Miloš Vystrčil,Czech Republic,806558617.0,,,,,,
Alois Eliáš,Czech Republic,806566913.0,,,,,,
Jan Skopeček (politician),Czech Republic,806569308.0,,,,,,
Miloslav Ludvík,Czech Republic,806586185.0,,,,,,
Martin Kupka,Czech Republic,806636602.0,,,,,,
Matěj Stropnický,Czech Republic,806650264.0,,,,,,
Petr Šimerka,Czech Republic,806669645.0,,,,,,
Jaromír Drábek,Czech Republic,806669709.0,,,,,,
Ludmila Müllerová,Czech Republic,806669752.0,,,,,,
Jan Veleba (politician),Czech Republic,806672899.0,,,,,,
František Ringo Čech,Czech Republic,806673245.0,,,,,,
Michaela Marksová,Czech Republic,806673585.0,,,,,,
Robert Pelikán,Czech Republic,806708361.0,,,,,,
Karla Šlechtová,Czech Republic,806708532.0,,,,,,
Stanislav Gross,Czech Republic,806720477.0,,,,,,
Martin Stropnický,Czech Republic,806729653.0,,,,,,
Leoš Heger,Czech Republic,806751902.0,,,,,,
Bohuslav Svoboda,Czech Republic,806850638.0,,,,,,
Miroslava Němcová,Czech Republic,806876791.0,,,,,,
Zbyněk Stanjura,Czech Republic,806900987.0,,,,,,
Drahomíra Miklošová,Czech Republic,806988445.0,,,,,,
Václav Klaus Jr.,Czech Republic,806991412.0,,,,,,
Dominik Feri,Czech Republic,807058182.0,,,,,,
Alexandra Udženija,Czech Republic,807102237.0,,,,,,
Ivan Pilný,Czech Republic,807333095.0,,,,,,
Marta Semelová,Czech Republic,807334610.0,,,,,,
Daniel Herman,Czech Republic,807334657.0,,,,,,
Jan Hamáček,Czech Republic,807353609.0,,,,,,
Michal Horáček,Czech Republic,807358143.0,,,,,,
Václav Klaus,Czech Republic,807382193.0,,,,,,
Martin Kuba,Czech Republic,807394304.0,,,,,,
Martin Říman,Czech Republic,807394725.0,,,,,,
Kateřina Valachová,Czech Republic,807399097.0,,,,,,
Vladimír Tošovský,Czech Republic,807415625.0,,,,,,
Pavel Svoboda,Czech Republic,807416099.0,,,,,,
Petr Fiala,Czech Republic,807420515.0,,,,,,
Vladimír Špidla,Czech Republic,807462107.0,,,,,,
Timoteo Menéndez,Salvadoran,566504165.0,,,,,,
Joaquín Escolán y Balibrera,Salvadoran,679294949.0,,,,,,
Fermín Palacios,Salvadoran,705353491.0,,,,,,
Eugenio Aguilar,Salvadoran,705353565.0,,,,,,
Tomás Medina,Salvadoran,705353584.0,,,,,,
Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647.0,,,,,,
Vicente Gómez,Salvadoran,705353678.0,,,,,,
Lorenzo Zepeda,Salvadoran,705353843.0,,,,,,
José María Peralta,Salvadoran,705353896.0,,,,,,
Francisco Menéndez,Salvadoran,705353975.0,,,,,,
Pedro José Escalón,Salvadoran,705354095.0,,,,,,
Fernando Figueroa,Salvadoran,705354112.0,,,,,,
Carlos Meléndez (politician),Salvadoran,705354212.0,,,,,,
Fabio Castillo Figueroa,Salvadoran,705385310.0,,,,,,
Ricardo Montenegro,Salvadoran,706769596.0,,,,,,
Rafael Campo,Salvadoran,707399758.0,,,,,,
Miguel Santín del Castillo,Salvadoran,707400213.0,,,,,,
Osmín Aguirre y Salinas,Salvadoran,707403482.0,,,,,,
Eusebio Rodolfo Cordón Cea,Salvadoran,707404888.0,,,,,,
Juan José Guzmán,Salvadoran,707519272.0,,,,,,
Juan José Cañas,Salvadoran,708089470.0,,,,,,
José Gregorio Salazar,Salvadoran,710543364.0,,,,,,
Diego Vigil Cocaña,Salvadoran,710555824.0,,,,,,
Nicolás Espinoza,Salvadoran,710578840.0,,,,,,
Pedro Barriere,Salvadoran,710677703.0,,,,,,
Joaquín de San Martín,Salvadoran,710828020.0,,,,,,
José Félix Quirós,Salvadoran,714256648.0,,,,,,
Edgardo Carlos Suárez Mallagray,Salvadoran,717903674.0,,,,,,
Aníbal Portillo,Salvadoran,720419598.0,,,,,,
José Francisco Valiente,Salvadoran,720478176.0,,,,,,
Diego de Holguín,Salvadoran,720623176.0,,,,,,
Sigfrido Reyes Morales,Salvadoran,720633452.0,,,,,,
Manuel Enrique Araujo,Salvadoran,723277343.0,,,,,,
Joaquín Eufrasio Guzmán,Salvadoran,730854147.0,,,,,,
Francisco Malespín,Salvadoran,730864227.0,,,,,,
Rodrigo Ávila,Salvadoran,733791467.0,,,,,,
Mario Aguiñada Carranza,Salvadoran,736491718.0,,,,,,
David Rodríguez Rivera,Salvadoran,738362225.0,,,,,,
Carlos Ezeta,Salvadoran,741190933.0,,,,,,
Andrés Ignacio Menéndez,Salvadoran,742279612.0,,,,,,
Gerardo Barrios,Salvadoran,743252984.0,,,,,,
Rubén Zamora,Salvadoran,748418081.0,,,,,,
Antonio José Cañas,Salvadoran,749973666.0,,,,,,
José Atilio Benítez Parada,Salvadoran,749976455.0,,,,,,
Violeta Menjívar,Salvadoran,757618572.0,,,,,,
Santiago González (politician),Salvadoran,757977772.0,,,,,,
Rosa Amelia Guzmán,Salvadoran,758287489.0,,,,,,
Gloria Salguero Gross,Salvadoran,758288293.0,,,,,,
David Joaquín Guzmán,Salvadoran,765528693.0,,,,,,
Francisco Gómez (El Salvador President),Salvadoran,766757526.0,,,,,,
Francisco Dueñas,Salvadoran,769575358.0,,,,,,
Rafael Zaldívar,Salvadoran,770682721.0,,,,,,
Óscar Ortiz (El Salvador),Salvadoran,774857245.0,,,,,,
José Damián Villacorta,Salvadoran,777601256.0,,,,,,
José Escolástico Marín,Salvadoran,777602660.0,,,,,,
José María Cornejo,Salvadoran,777612972.0,,,,,,
José María Peralta Lagos,Salvadoran,777613551.0,,,,,,
José María San Martín,Salvadoran,777613737.0,,,,,,
José María Silva,Salvadoran,777613786.0,,,,,,
Juan Manuel Rodríguez,Salvadoran,777685186.0,,,,,,
Juan Vicente Villacorta Díaz,Salvadoran,777698313.0,,,,,,
Juan José Daboub,Salvadoran,778564487.0,,,,,,
José Arturo Vásquez Machado,Salvadoran,779894617.0,,,,,,
Andrés del Valle,Salvadoran,779931580.0,,,,,,
Lilian Mercedes Letona,Salvadoran,780552804.0,,,,,,
Carlos Quintanilla Schmidt,Salvadoran,780701356.0,,,,,,
Enrique Álvarez Córdova,Salvadoran,781102914.0,,,,,,
Arturo Araujo,Salvadoran,782520448.0,,,,,,
Rubén Alonso Rosales,Salvadoran,782652818.0,,,,,,
Mariano Prado,Salvadoran,783472679.0,,,,,,
Pío Romero Bosque,Salvadoran,784506431.0,,,,,,
Alfonso Quiñónez Molina,Salvadoran,785229840.0,,,,,,
Jorge Meléndez,Salvadoran,786063735.0,,,,,,
Carmen Elena Figueroa,Salvadoran,786068145.0,,,,,,
Felipe Codallos,Salvadoran,786492357.0,,,,,,
Tomás Regalado (Salvadoran politician),Salvadoran,786492366.0,,,,,,
Doroteo Vasconcelos,Salvadoran,788264133.0,,,,,,
Alfredo Cristiani,Salvadoran,788447923.0,,,,,,
Óscar Osorio,Salvadoran,791821555.0,,,,,,
Lourdes Rodríguez de Flores,Salvadoran,791907279.0,,,,,,
Álvaro Magaña,Salvadoran,791907345.0,,,,,,
Salvador Castaneda Castro,Salvadoran,791911972.0,,,,,,
Julio Adalberto Rivera Carballo,Salvadoran,792385744.0,,,,,,
Carlos Salazar Castro,Salvadoran,793184472.0,,,,,,
Maximiliano Hernández Martínez,Salvadoran,793642670.0,,,,,,
Reynaldo Galindo Pohl,Salvadoran,794052085.0,,,,,,
Ciro Cruz Zepeda,Salvadoran,794459622.0,,,,,,
Ana Ligia Mixco Sol de Saca,Salvadoran,794561394.0,,,,,,
Carlos Humberto Romero,Salvadoran,794988963.0,,,,,,
Ana María,Salvadoran,795573859.0,,,,,,
Arturo Armando Molina,Salvadoran,796131598.0,,,,,,
Carlos Eugenio Vides Casanova,Salvadoran,797151261.0,,,,,,
Miguel Álvarez Castro,Salvadoran,798306895.0,,,,,,
José Guillermo García,Salvadoran,798460321.0,,,,,,
Marisol Argueta de Barillas,Salvadoran,798896224.0,,,,,,
René Emilio Ponce,Salvadoran,799918049.0,,,,,,
Guillermo Ungo,Salvadoran,800478736.0,,,,,,
Antonio Saca,Salvadoran,802075785.0,,,,,,
Hugo Lindo,Salvadoran,802944082.0,,,,,,
Schafik Handal,Salvadoran,803674894.0,,,,,,
Ana Vilma de Escobar,Salvadoran,803927035.0,,,,,,
Juan Lindo,Salvadoran,804134156.0,,,,,,
Mauricio Funes,Salvadoran,804528819.0,,,,,,
Vice President of El Salvador,Salvadoran,804538892.0,,,,,,
Francisco Flores Pérez,Salvadoran,804606321.0,,,,,,
José Napoleón Duarte,Salvadoran,804809409.0,,,,,,
Armando Calderón Sol,Salvadoran,804991452.0,,,,,,
Fidel Sánchez Hernández,Salvadoran,805353238.0,,,,,,
Rafael Antonio Gutiérrez,Salvadoran,805474907.0,,,,,,
Irma Dimas,Salvadoran,806010405.0,,,,,,
Manuel José Arce,Salvadoran,806057984.0,,,,,,
President of El Salvador,Salvadoran,806101149.0,,,,,,
José Matías Delgado,Salvadoran,806731535.0,,,,,,
Vanda Pignato,Salvadoran,806958982.0,,,,,,
José María Lemus,Salvadoran,807175924.0,,,,,,
Salvador Sánchez Cerén,Salvadoran,807210786.0,,,,,,
Gervas Clay,Rhodesian,574571582.0,,,,,,
Harry Davies (politician),Rhodesian,669387487.0,,,,,,
William Fairbridge,Rhodesian,682576258.0,,,,,,
Washington Malianga,Rhodesian,711506001.0,,,,,,
Ronald Snapper,Rhodesian,712233907.0,,,,,,
Gerald B. Clarke,Rhodesian,747497059.0,,,,,,
Francis Chaplin,Rhodesian,763530115.0,,,,,,
Roger Hawkins (politician),Rhodesian,763533706.0,,,,,,
George Mitchell (Rhodesia),Rhodesian,763540238.0,,,,,,
John Landau,Rhodesian,763870152.0,,,,,,
Byron Hove,Rhodesian,763951988.0,,,,,,
Hilary Squires,Rhodesian,766847256.0,,,,,,
Cecil Dennistoun Burney,Rhodesian,774837666.0,,,,,,
Mark Partridge,Rhodesian,780260926.0,,,,,,
Prime Minister of Rhodesia,Rhodesian,782602484.0,,,,,,
Leo Cardwell Ross,Rhodesian,783150296.0,,,,,,
Josiah Gondo,Rhodesian,783150589.0,,,,,,
Dunduzu Chisiza,Rhodesian,783301534.0,,,,,,
Allan Ross Welsh,Rhodesian,784562559.0,,,,,,
John Moore Caldicott,Rhodesian,784757829.0,,,,,,
John Ralph Beaumont,Rhodesian,784758963.0,,,,,,
Leonard Ray Morgan,Rhodesian,784769027.0,,,,,,
Raleigh Grey,Rhodesian,784826325.0,,,,,,
Robert Clarkson Tredgold,Rhodesian,784830601.0,,,,,,
Robert James Hudson,Rhodesian,784831407.0,,,,,,
William Harper (Rhodesian politician),Rhodesian,784870217.0,,,,,,
Rowan Cronjé,Rhodesian,784974615.0,,,,,,
Edgar Whitehead,Rhodesian,786601705.0,,,,,,
Henry Hamilton Beamish,Rhodesian,786659504.0,,,,,,
Lionel Cripps,Rhodesian,787105083.0,,,,,,
A. R. Colquhoun,Rhodesian,787147677.0,,,,,,
John McChlery,Rhodesian,787854502.0,,,,,,
Jeremiah Chirau,Rhodesian,789545107.0,,,,,,
Winston Field,Rhodesian,789689591.0,,,,,,
Howard Unwin Moffat,Rhodesian,790010191.0,,,,,,
Ken Flower,Rhodesian,794528943.0,,,,,,
Andrew Skeen (Rhodesia),Rhodesian,795348776.0,,,,,,
Hugh Beadle,Rhodesian,795369277.0,,,,,,
Hugh Marshall Hole,Rhodesian,795483112.0,,,,,,
Roy Welensky,Rhodesian,797314307.0,,,,,,
Abel Muzorewa,Rhodesian,797407618.0,,,,,,
Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082.0,,,,,,
Jack Howman,Rhodesian,798384751.0,,,,,,
Ethel Tawse Jollie,Rhodesian,798492985.0,,,,,,
Alan David Butler,Rhodesian,799332728.0,,,,,,
Jack William Pithey,Rhodesian,799548505.0,,,,,,
President of Rhodesia,Rhodesian,799548556.0,,,,,,
Denis Walker,Rhodesian,799608339.0,,,,,,
James Cowden,Rhodesian,800407772.0,,,,,,
Herbert Chitepo,Rhodesian,800416336.0,,,,,,
Thomas Nangle,Rhodesian,800479460.0,,,,,,
Timothy Stamps,Rhodesian,800986051.0,,,,,,
Sam Levy,Rhodesian,801716406.0,,,,,,
Humphrey Gibbs,Rhodesian,801718040.0,,,,,,
P. K. van der Byl,Rhodesian,801795215.0,,,,,,
Clifford Dupont,Rhodesian,801876681.0,,,,,,
Lance Smith (politician),Rhodesian,802151785.0,,,,,,
Desmond Lardner-Burke,Rhodesian,802930161.0,,,,,,
John Bredenkamp,Rhodesian,803620246.0,,,,,,
Frank Rhodes (British Army officer),Rhodesian,804040348.0,,,,,,
Ernest Lucas Guest,Rhodesian,804101492.0,,,,,,
Godfrey Chidyausiku,Rhodesian,804650400.0,,,,,,
Richard Hope Hall,Rhodesian,804743937.0,,,,,,
Crosaire,Rhodesian,804806363.0,,,,,,
Gaston Thornicroft,Rhodesian,804877226.0,,,,,,
"James Graham, 7th Duke of Montrose",Rhodesian,805372073.0,,,,,,
Ahrn Palley,Rhodesian,805960143.0,,,,,,
Allan Savory,Rhodesian,806153816.0,,,,,,
Ian Smith,Rhodesian,806532780.0,,,,,,
Garfield Todd,Rhodesian,807097467.0,,,,,,
Douglas Hamilton Ritchie,Rhodesian,807159903.0,,,,,,
Godfrey Huggins,Rhodesian,807160082.0,,,,,,
George Hackwill,Rhodesian,807283218.0,,,,,,
Henry Everard,Rhodesian,807425613.0,,,,,,
John Wrathall,Rhodesian,807425747.0,,,,,,
Mavua Mudima,"Congo, Dem. Rep. of",592289232.0,,,,,,
List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604.0,,,,,,
Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654.0,,,,,,
Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214.0,,,,,,
Ntumba Luaba,"Congo, Dem. Rep. of",705723187.0,,,,,,
Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441.0,,,,,,
André-Philippe Futa,"Congo, Dem. Rep. of",708009445.0,,,,,,
Gérard Gifuza,"Congo, Dem. Rep. of",708358969.0,,,,,,
Koloso Sumaili,"Congo, Dem. Rep. of",708359204.0,,,,,,
Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149.0,,,,,,
Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718.0,,,,,,
Kisula Ngoy,"Congo, Dem. Rep. of",713583472.0,,,,,,
Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941.0,,,,,,
Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527.0,,,,,,
Delphin Kyubwa,"Congo, Dem. Rep. of",718961623.0,,,,,,
Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135.0,,,,,,
José Endundo Bononge,"Congo, Dem. Rep. of",721206007.0,,,,,,
Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158.0,,,,,,
Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090.0,,,,,,
Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797.0,,,,,,
François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634.0,,,,,,
Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920.0,,,,,,
Mulumba Lukoji,"Congo, Dem. Rep. of",743061455.0,,,,,,
Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818.0,,,,,,
